sample_id,arch_code,sample_node,MAE
201,"[5, 5, 0, 6, 5, 3]",0,1.288463593
202,"[6, 1, 3, 3, 1, 6]",6,1.3235676288604736
203,"[5, 2, 0, 2, 6, 0]",11,1.3671208620071411
204,"[6, 5, 4, 4, 0, 0]",3,1.2326600551605225
205,"[1, 6, 6, 4, 3, 0]",1,1.2680143117904663
206,"[0, 3, 5, 4, 5, 2]",5,1.3613927364349365
207,"[5, 5, 0, 6, 4, 5]",0,1.2995868921279907
208,"[6, 1, 1, 3, 2, 6]",7,1.376558304
209,"[3, 0, 5, 6, 1, 3]",8,1.3131744861602783
210,"[0, 0, 5, 5, 5, 1]",2,1.2866512537002563
211,"[0, 3, 5, 6, 4, 0]",1,1.3686282634735107
212,"[2, 5, 2, 5, 3, 2]",4,1.446007251739502
213,"[0, 0, 1, 6, 2, 2]",3,1.2396962642669678
214,"[2, 4, 2, 2, 3, 5]",9,1.332312226
215,"[2, 4, 0, 0, 4, 1]",0,1.3851330280303955
216,"[0, 1, 3, 2, 3, 3]",5,1.2503151893615723
217,"[2, 6, 4, 5, 1, 5]",2,1.357680202
218,"[6, 6, 4, 2, 6, 2]",6,1.3021183013916016
219,"[1, 4, 4, 1, 0, 0]",13,1.2720948457717896
220,"[1, 3, 5, 5, 1, 0]",1,1.329959631
221,"[6, 4, 3, 3, 6, 0]",3,1.3095080852508545
222,"[1, 5, 2, 5, 4, 5]",4,1.249084473
223,"[5, 1, 4, 0, 5, 1]",10,1.3641316890716553
224,"[6, 2, 1, 1, 3, 3]",0,1.266661524772644
225,"[1, 6, 4, 1, 6, 2]",7,1.312831163406372
226,"[4, 0, 1, 4, 1, 0]",1,1.337119221687317
227,"[4, 2, 1, 4, 1, 1]",2,1.387502908706665
228,"[5, 6, 5, 1, 5, 3]",8,1.2616463899612427
229,"[3, 1, 3, 1, 5, 3]",5,1.2690844535827637
230,"[4, 5, 0, 5, 1, 1]",0,1.2419500350952148
231,"[5, 4, 5, 6, 3, 2]",6,1.4558054208755493
232,"[5, 2, 2, 4, 5, 6]",11,1.472447157
233,"[5, 5, 6, 5, 3, 1]",3,1.4587606191635132
234,"[1, 3, 3, 2, 1, 6]",1,1.219056129
235,"[6, 4, 2, 0, 0, 4]",4,1.314429879
236,"[4, 1, 0, 5, 6, 5]",14,1.3688770532608032
237,"[6, 6, 6, 4, 1, 3]",2,1.2452715635299683
238,"[0, 1, 0, 4, 3, 3]",7,1.248570323
239,"[3, 4, 5, 5, 4, 5]",9,1.329980492591858
240,"[4, 3, 3, 4, 1, 6]",0,1.3652414083480835
241,"[0, 0, 1, 3, 1, 6]",3,1.2343655824661255
242,"[0, 1, 3, 4, 6, 3]",5,1.2774032354354858
243,"[5, 3, 3, 0, 3, 5]",10,1.4244745969772339
244,"[2, 3, 2, 3, 1, 6]",1,1.2445478439331055
245,"[6, 5, 4, 5, 1, 4]",6,1.25344717502594
246,"[6, 0, 0, 3, 6, 3]",12,1.426603436
247,"[2, 5, 4, 0, 0, 6]",2,1.3798435926437378
248,"[4, 3, 2, 1, 0, 2]",4,1.29239881
249,"[3, 6, 6, 0, 6, 5]",8,1.228450656
250,"[6, 6, 0, 4, 6, 4]",0,1.291541576
251,"[3, 6, 3, 5, 5, 6]",6,1.333147526
252,"[4, 5, 0, 1, 0, 3]",0,1.3190584182739258
253,"[0, 0, 4, 2, 4, 1]",2,1.2616568803787231
254,"[2, 0, 2, 4, 1, 0]",9,1.3501988649368286
255,"[1, 3, 3, 5, 3, 6]",5,1.229519725
256,"[3, 3, 3, 6, 0, 1]",1,1.3066362142562866
257,"[3, 6, 6, 1, 6, 0]",0,1.3058266639709473
258,"[0, 1, 4, 2, 0, 6]",7,1.267408013343811
259,"[0, 0, 1, 1, 4, 6]",3,1.2347986698150635
260,"[1, 3, 1, 5, 1, 1]",1,1.2857692241668701
261,"[5, 5, 3, 1, 3, 1]",13,1.401003838
262,"[1, 4, 3, 2, 0, 1]",4,1.2651129961013794
263,"[6, 6, 6, 4, 2, 4]",2,1.238210917
264,"[6, 6, 0, 0, 6, 2]",0,1.2745659351348877
265,"[1, 1, 3, 3, 1, 2]",5,1.2289304733276367
266,"[1, 0, 3, 4, 0, 6]",1,1.302985787
267,"[5, 2, 4, 2, 1, 3]",11,1.3401719331741333
268,"[0, 0, 1, 6, 6, 6]",3,1.2432889938354492
269,"[3, 4, 0, 1, 6, 0]",6,1.263543963
270,"[6, 5, 1, 1, 5, 1]",0,1.267374635
271,"[3, 3, 2, 2, 0, 3]",2,1.2008216381072998
272,"[1, 1, 2, 1, 6, 4]",4,1.258786082
273,"[2, 4, 3, 1, 4, 0]",0,1.2492234706878662
274,"[1, 4, 1, 0, 0, 0]",8,1.2486127614974976
275,"[4, 6, 0, 4, 1, 3]",7,1.2575832605361938
276,"[0, 6, 4, 6, 4, 6]",3,1.334909201
277,"[4, 2, 0, 6, 1, 1]",1,1.285055637
278,"[0, 6, 5, 0, 0, 4]",4,1.266799212
279,"[2, 3, 2, 5, 0, 2]",0,1.405920148
280,"[6, 2, 0, 4, 2, 5]",10,1.360119224
281,"[4, 5, 5, 4, 1, 6]",2,1.2599033117294312
282,"[3, 1, 6, 2, 0, 5]",5,1.2920433282852173
283,"[1, 0, 2, 1, 1, 6]",1,1.2356481552124023
284,"[4, 6, 3, 6, 6, 0]",3,1.2960445880889893
285,"[1, 2, 2, 5, 1, 4]",6,1.2288365364074707
286,"[5, 6, 6, 0, 4, 6]",15,1.2989939451217651
287,"[6, 5, 1, 0, 3, 6]",0,1.2377711534500122
288,"[2, 1, 1, 1, 0, 2]",2,1.2760545015335083
289,"[0, 5, 3, 2, 1, 4]",4,1.2713998556137085
290,"[3, 6, 4, 1, 4, 0]",1,1.2318674325942993
291,"[3, 0, 0, 3, 4, 4]",8,1.2983225584030151
292,"[4, 1, 1, 3, 0, 6]",7,1.493962287902832
293,"[2, 3, 2, 1, 2, 6]",0,1.278149962
294,"[1, 1, 3, 4, 5, 1]",3,1.308806062
295,"[0, 0, 1, 4, 6, 0]",5,1.251875758
296,"[1, 0, 1, 5, 3, 0]",1,1.2495262622833252
297,"[2, 0, 5, 4, 5, 2]",9,1.5656330585479736
298,"[1, 0, 3, 4, 4, 1]",2,1.3087565898895264
299,"[2, 2, 4, 0, 2, 2]",4,1.477677583694458
300,"[5, 3, 1, 3, 4, 4]",12,1.365624785
301,"[3, 5, 6, 3, 1, 1]",3,1.5797752141952515
302,"[0, 5, 1, 0, 1, 0]",8,1.2686125040054321
303,"[3, 0, 6, 6, 1, 0]",4,1.259425401687622
304,"[3, 1, 0, 6, 4, 1]",0,1.2157299518585205
305,"[3, 1, 0, 5, 6, 2]",0,1.426317096
306,"[5, 1, 3, 6, 2, 6]",5,1.460285783
307,"[5, 1, 0, 5, 0, 4]",2,1.263129234
308,"[2, 0, 3, 3, 1, 6]",1,1.1978788375854492
309,"[5, 5, 1, 2, 0, 3]",7,1.27116394
310,"[4, 2, 5, 1, 0, 6]",3,1.3236029148101807
311,"[3, 0, 2, 2, 0, 1]",11,1.20028758
312,"[6, 6, 1, 0, 5, 0]",0,1.2668735980987549
313,"[1, 6, 3, 1, 2, 3]",4,1.331134557723999
314,"[2, 3, 0, 1, 1, 5]",1,1.4083727598190308
315,"[1, 4, 5, 3, 3, 3]",2,1.28399086
316,"[4, 1, 6, 5, 0, 6]",6,1.257672429
317,"[4, 2, 0, 5, 4, 0]",0,1.3702577352523804
